variable,fecha,fecha_str,pronostico,limite_inferior_95,limite_superior_95,fecha_generacion,horizonte_pronostico
Temperature,2026-02-04 01:00:00,2026-02-04 01:00:00,30.088819262652457,29.834232869427947,30.343405655876968,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 02:00:00,2026-02-04 02:00:00,29.972132646589998,29.658285540409466,30.28597975277053,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 03:00:00,2026-02-04 03:00:00,29.872019400941827,29.530673145718982,30.213365656164672,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 04:00:00,2026-02-04 04:00:00,29.729049531752754,29.373867854453565,30.084231209051943,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 05:00:00,2026-02-04 05:00:00,29.542279303553446,29.179914342495543,29.90464426461135,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 06:00:00,2026-02-04 06:00:00,29.567258582596885,29.201109392879072,29.9334077723147,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 07:00:00,2026-02-04 07:00:00,30.134616617470613,29.7664593514128,30.502773883528427,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 08:00:00,2026-02-04 08:00:00,31.53647510604701,31.16724827791853,31.90570193417549,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 09:00:00,2026-02-04 09:00:00,32.473284403231354,32.10348677622879,32.843082030233916,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 10:00:00,2026-02-04 10:00:00,33.075342560952244,32.70523999646251,33.44544512544198,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 11:00:00,2026-02-04 11:00:00,33.73879383818128,33.368528277347096,34.109059399015464,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 12:00:00,2026-02-04 12:00:00,34.41310866993785,34.04275595839819,34.78346138147751,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 13:00:00,2026-02-04 13:00:00,35.025689946736705,34.65530795300833,35.39607194046508,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 14:00:00,2026-02-04 14:00:00,35.03913834488128,34.66874168328077,35.40953500648179,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 15:00:00,2026-02-04 15:00:00,34.23265577774574,33.86225127108786,34.603060284403625,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 16:00:00,2026-02-04 16:00:00,33.751125048735524,33.38071634611829,34.12153375135276,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 17:00:00,2026-02-04 17:00:00,32.830674406638884,32.46026345977956,33.20108535349821,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 18:00:00,2026-02-04 18:00:00,32.5391425443582,32.168730397143364,32.909554691573035,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 19:00:00,2026-02-04 19:00:00,32.223438710778986,31.85302592154051,32.59385150001746,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 20:00:00,2026-02-04 20:00:00,31.904943460642034,31.534530328009605,32.27535659327446,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 21:00:00,2026-02-04 21:00:00,31.53976038631044,31.16934707000957,31.91017370261131,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 22:00:00,2026-02-04 22:00:00,31.421904385717855,31.051490971179653,31.792317800256058,2026-02-04 22:28:56,72 horas
Temperature,2026-02-04 23:00:00,2026-02-04 23:00:00,29.78705584448684,29.416642377405182,30.157469311568498,2026-02-04 22:28:56,72 horas
Temperature,2026-02-05 00:00:00,2026-02-05 00:00:00,30.29635160875896,29.925938113573796,30.666765103944126,2026-02-04 22:28:56,72 horas
Temperature,2026-02-05 01:00:00,2026-02-05 01:00:00,30.117182054686637,29.66862635791617,30.565737751457103,2026-02-04 22:28:56,72 horas
Temperature,2026-02-05 02:00:00,2026-02-05 02:00:00,30.001151412039622,29.51693827978753,30.485364544291713,2026-02-04 22:28:56,72 horas
Temperature,2026-02-05 03:00:00,2026-02-05 03:00:00,29.89696341547986,29.394716500375868,30.399210330583852,2026-02-04 22:28:56,72 horas
Temperature,2026-02-05 04:00:00,2026-02-05 04:00:00,29.75202514247201,29.24039347977844,30.26365680516558,2026-02-04 22:28:56,72 horas
Temperature,2026-02-05 05:00:00,2026-02-05 05:00:00,29.56105337329779,29.044472137961566,30.07763460863401,2026-02-04 22:28:56,72 horas
Temperature,2026-02-05 06:00:00,2026-02-05 06:00:00,29.584210305658917,29.065001096374942,30.103419514942892,2026-02-04 22:28:56,72 horas
