variable,fecha,fecha_str,pronostico,limite_inferior_95,limite_superior_95,fecha_generacion,horizonte_pronostico
Humidity,2026-02-03 00:00:00,2026-02-03 00:00:00,63.00828375837182,61.94432626176674,64.07224125497689,2026-02-04 18:33:08,72 horas
Humidity,2026-02-03 01:00:00,2026-02-03 01:00:00,63.51257283864814,62.02291302162553,65.00223265567075,2026-02-04 18:33:08,72 horas
Humidity,2026-02-03 02:00:00,2026-02-03 02:00:00,64.2813239831431,62.572524672780304,65.99012329350589,2026-02-04 18:33:08,72 horas
Humidity,2026-02-03 03:00:00,2026-02-03 03:00:00,64.76735896036176,62.93108158822705,66.60363633249646,2026-02-04 18:33:08,72 horas
Humidity,2026-02-03 04:00:00,2026-02-03 04:00:00,65.00997655459582,63.096002876508166,66.92395023268348,2026-02-04 18:33:08,72 horas
Humidity,2026-02-03 05:00:00,2026-02-03 05:00:00,65.40024622818206,63.437807312818435,67.36268514354568,2026-02-04 18:33:08,72 horas
Humidity,2026-02-03 06:00:00,2026-02-03 06:00:00,65.92401524399631,63.93095257633346,67.91707791165915,2026-02-04 18:33:08,72 horas
Humidity,2026-02-03 07:00:00,2026-02-03 07:00:00,65.6866006211448,63.67403997946967,67.69916126281994,2026-02-04 18:33:08,72 horas
Humidity,2026-02-03 08:00:00,2026-02-03 08:00:00,63.483208207040754,61.45817554966951,65.508240864412,2026-02-04 18:33:08,72 horas
Humidity,2026-02-03 09:00:00,2026-02-03 09:00:00,61.33424256228362,59.30120898882186,63.36727613574538,2026-02-04 18:33:08,72 horas
Humidity,2026-02-03 10:00:00,2026-02-03 10:00:00,59.98958909380178,57.95141348501283,62.02776470259074,2026-02-04 18:33:08,72 horas
Humidity,2026-02-03 11:00:00,2026-02-03 11:00:00,59.277603069439856,57.236118937670355,61.319087201209356,2026-02-04 18:33:08,72 horas
Humidity,2026-02-03 12:00:00,2026-02-03 12:00:00,57.94823344955148,55.893980797210816,60.002486101892146,2026-02-04 18:33:08,72 horas
Humidity,2026-02-03 13:00:00,2026-02-03 13:00:00,56.471182203997834,54.40288634836497,58.539478059630696,2026-02-04 18:33:08,72 horas
Humidity,2026-02-03 14:00:00,2026-02-03 14:00:00,55.30297952681687,53.22567948186033,57.38027957177341,2026-02-04 18:33:08,72 horas
Humidity,2026-02-03 15:00:00,2026-02-03 15:00:00,57.931610669138095,55.848525699783174,60.014695638493016,2026-02-04 18:33:08,72 horas
