variable,fecha,fecha_str,pronostico,limite_inferior_95,limite_superior_95,fecha_generacion,horizonte_pronostico
Humidity,2026-02-03 00:00:00,2026-02-03 00:00:00,63.08709883240684,63.08699709918353,63.08720056563015,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 01:00:00,2026-02-03 01:00:00,63.77528005675938,63.77517832340516,63.7753817901136,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 02:00:00,2026-02-03 02:00:00,64.71485826972335,64.71475653636914,64.71496000307756,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 03:00:00,2026-02-03 03:00:00,65.09045894129058,65.09035720793636,65.09056067464479,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 04:00:00,2026-02-03 04:00:00,65.2491932782018,65.24909154484759,65.24929501155601,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 05:00:00,2026-02-03 05:00:00,65.52618253050811,65.5260807971539,65.52628426386232,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 06:00:00,2026-02-03 06:00:00,66.05237352233378,66.05227178897957,66.052475255688,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 07:00:00,2026-02-03 07:00:00,65.72142523605373,65.72132350269952,65.72152696940795,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 08:00:00,2026-02-03 08:00:00,63.41904849211554,63.41894675876132,63.419150225469764,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 09:00:00,2026-02-03 09:00:00,61.105430816016295,61.10532908266208,61.10553254937051,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 10:00:00,2026-02-03 10:00:00,59.67335771958326,59.67325381157681,59.67346162758971,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 11:00:00,2026-02-03 11:00:00,58.96571886640524,58.96561388795288,58.9658238448576,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 12:00:00,2026-02-03 12:00:00,57.58810754386632,57.58800256539555,57.588212522337095,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 13:00:00,2026-02-03 13:00:00,55.922239795956074,55.922136969516565,55.92234262239558,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 14:00:00,2026-02-03 14:00:00,54.5722449196212,54.57214209318169,54.57234774606071,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 15:00:00,2026-02-03 15:00:00,57.377437895315936,57.37733506887643,57.377540721755445,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 16:00:00,2026-02-03 16:00:00,59.40445752394325,59.40435469750374,59.40456035038276,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 17:00:00,2026-02-03 17:00:00,61.97324869158674,61.97314586514723,61.97335151802625,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 18:00:00,2026-02-03 18:00:00,62.7300074348756,62.729904608436094,62.73011026131511,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 19:00:00,2026-02-03 19:00:00,64.23000333754199,64.22990051110247,64.2301061639815,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 20:00:00,2026-02-03 20:00:00,63.80944357080838,63.80934074436887,63.809546397247885,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 21:00:00,2026-02-03 21:00:00,64.47499245950897,64.47488963306947,64.47509528594847,2026-02-04 18:59:42,72 horas
Humidity,2026-02-03 22:00:00,2026-02-03 22:00:00,64.66301793454015,64.66291402651353,64.66312184256677,2026-02-04 18:59:42,72 horas
